Label,Text,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,clean_msg,msg_lower,token,spell,no_stopwords,msg_stemmed,msg_lemmatized,msg_n_gram_2,msg_n_gram_3,msg_n_gram_4,msg_string
negative,"efek vaksin booster pfizer mulai terasa, tangan pegel linu, badan anget",,,,,,,efek vaksin booster pfizer mulai terasa tangan pegel linu badan anget,efek vaksin booster pfizer mulai terasa tangan pegel linu badan anget,"['efek', 'vaksin', 'booster', 'pfizer', 'mulai', 'terasa', 'tangan', 'pegel', 'linu', 'badan', 'anget']","['efek', 'vaksin', 'booster', 'pfizer', 'mulai', 'terasa', 'tangan', 'pegal', 'pegal', 'badan', 'hangat']","['efek', 'vaksin', 'booster', 'pfizer', 'mulai', 'terasa', 'tangan', 'pegal', 'pegal', 'badan', 'hangat']","['efek', 'vaksin', 'booster', 'pfizer', 'mulai', 'asa', 'tangan', 'pegal', 'pegal', 'badan', 'hangat']","['efek', 'vaksin', 'booster', 'pfizer', 'mulai', 'terasa', 'tangan', 'pegal', 'pegal', 'badan', 'hangat']",[],[],[],efek vaksin booster pfizer mulai asa tangan pegal pegal badan hangat
positive,"rabu // siang, aku mendapatkan vaksin booster dengan di kampus atmajaya terima kasih untuk pelayanan yang cepat dan ramah, terorganisir dengan rapi. salam sehat. sejauh ini aku belum merasakan efek samping vaksin booster.",,,,,,,rabu  siang aku mendapatkan vaksin booster dengan di kampus atmajaya terima kasih untuk pelayanan yang cepat dan ramah terorganisir dengan rapi salam sehat sejauh ini aku belum merasakan efek samping vaksin booster,rabu  siang aku mendapatkan vaksin booster dengan di kampus atmajaya terima kasih untuk pelayanan yang cepat dan ramah terorganisir dengan rapi salam sehat sejauh ini aku belum merasakan efek samping vaksin booster,"['rabu', 'siang', 'aku', 'mendapatkan', 'vaksin', 'booster', 'dengan', 'di', 'kampus', 'atmajaya', 'terima', 'kasih', 'untuk', 'pelayanan', 'yang', 'cepat', 'dan', 'ramah', 'terorganisir', 'dengan', 'rapi', 'salam', 'sehat', 'sejauh', 'ini', 'aku', 'belum', 'merasakan', 'efek', 'samping', 'vaksin', 'booster']","['rabu', 'siang', 'aku', 'mendapatkan', 'vaksin', 'booster', 'dengan', 'di', 'kampus', 'atmajaya', 'terima', 'kasih', 'untuk', 'pelayanan', 'yang', 'cepat', 'dan', 'ramah', 'terorganisir', 'dengan', 'rapi', 'salam', 'sehat', 'sejauh', 'ini', 'aku', 'belum', 'merasakan', 'efek', 'samping', 'vaksin', 'booster']","['rabu', 'siang', 'mendapatkan', 'vaksin', 'booster', 'kampus', 'atmajaya', 'terima', 'kasih', 'pelayanan', 'cepat', 'ramah', 'terorganisir', 'rapi', 'salam', 'sehat', 'sejauh', 'merasakan', 'efek', 'samping', 'vaksin', 'booster']","['rabu', 'siang', 'dapat', 'vaksin', 'booster', 'kampus', 'atmajaya', 'terima', 'kasih', 'layan', 'cepat', 'ramah', 'organisir', 'rapi', 'salam', 'sehat', 'jauh', 'rasa', 'efek', 'samping', 'vaksin', 'booster']","['rabu', 'siang', 'mendapatkan', 'vaksin', 'booster', 'kampus', 'atmajaya', 'terima', 'kasih', 'pelayanan', 'cepat', 'ramah', 'terorganisir', 'rapi', 'salam', 'sehat', 'sejauh', 'merasakan', 'efek', 'samping', 'vaksin', 'booster']",[],[],[],rabu siang dapat vaksin booster kampus atmajaya terima kasih layan cepat ramah organisir rapi salam sehat jauh rasa efek samping vaksin booster
negative,"vaksin dan : sinovac (efek ngantuk dan cepet lapar) vaksin boster : pfizer jumat : lengan sakit, klimaksnya sabtu ga bisa tidur miring, minggu agak reda selama itu meriang sama sedikit masuk angin. senin demam tinggi ,?, selasa demam ,?+ pusing, rabu ada tambahan batuk",,,,,,,vaksin dan  sinovac efek ngantuk dan cepet lapar vaksin boster  pfizer jumat  lengan sakit klimaksnya sabtu ga bisa tidur miring minggu agak reda selama itu meriang sama sedikit masuk angin senin demam tinggi  selasa demam  pusing rabu ada tambahan batuk,vaksin dan  sinovac efek ngantuk dan cepet lapar vaksin boster  pfizer jumat  lengan sakit klimaksnya sabtu ga bisa tidur miring minggu agak reda selama itu meriang sama sedikit masuk angin senin demam tinggi  selasa demam  pusing rabu ada tambahan batuk,"['vaksin', 'dan', 'sinovac', 'efek', 'ngantuk', 'dan', 'cepet', 'lapar', 'vaksin', 'boster', 'pfizer', 'jumat', 'lengan', 'sakit', 'klimaksnya', 'sabtu', 'ga', 'bisa', 'tidur', 'miring', 'minggu', 'agak', 'reda', 'selama', 'itu', 'meriang', 'sama', 'sedikit', 'masuk', 'angin', 'senin', 'demam', 'tinggi', 'selasa', 'demam', 'pusing', 'rabu', 'ada', 'tambahan', 'batuk']","['vaksin', 'dan', 'sinovac', 'efek', 'mengantuk', 'dan', 'cepat', 'lapar', 'vaksin', 'booster', 'pfizer', 'jumat', 'lengan', 'sakit', 'klimaksnya', 'sabtu', 'tidak', 'bisa', 'tidur', 'miring', 'minggu', 'sedikit', 'reda', 'selama', 'itu', 'meriang', 'sama', 'sedikit', 'masuk', 'angin', 'senin', 'demam', 'tinggi', 'selasa', 'demam', 'pusing', 'rabu', 'ada', 'tambahan', 'batuk']","['vaksin', 'sinovac', 'efek', 'mengantuk', 'cepat', 'lapar', 'vaksin', 'booster', 'pfizer', 'jumat', 'lengan', 'sakit', 'klimaksnya', 'sabtu', 'tidur', 'miring', 'minggu', 'sedikit', 'reda', 'selama', 'meriang', 'sama', 'sedikit', 'masuk', 'angin', 'senin', 'demam', 'tinggi', 'selasa', 'demam', 'pusing', 'rabu', 'tambahan', 'batuk']","['vaksin', 'sinovac', 'efek', 'antuk', 'cepat', 'lapar', 'vaksin', 'booster', 'pfizer', 'jumat', 'lengan', 'sakit', 'klimaks', 'sabtu', 'tidur', 'miring', 'minggu', 'sedikit', 'reda', 'lama', 'meriang', 'sama', 'sedikit', 'masuk', 'angin', 'senin', 'demam', 'tinggi', 'selasa', 'demam', 'pusing', 'rabu', 'tambah', 'batuk']","['vaksin', 'sinovac', 'efek', 'mengantuk', 'cepat', 'lapar', 'vaksin', 'booster', 'pfizer', 'jumat', 'lengan', 'sakit', 'klimaksnya', 'sabtu', 'tidur', 'miring', 'minggu', 'sedikit', 'reda', 'selama', 'meriang', 'sama', 'sedikit', 'masuk', 'angin', 'senin', 'demam', 'tinggi', 'selasa', 'demam', 'pusing', 'rabu', 'tambahan', 'batuk']",[],[],[],vaksin sinovac efek antuk cepat lapar vaksin booster pfizer jumat lengan sakit klimaks sabtu tidur miring minggu sedikit reda lama meriang sama sedikit masuk angin senin demam tinggi selasa demam pusing rabu tambah batuk
negative,"kejadian ikutan pasca imunisasi kak, efek samping abis vaksin. kemarin aku abis booster pfizer badan ga enak banget - harian padahal udah minum banyak dan langsung hajar paracetamol",,,,,,,kejadian ikutan pasca imunisasi kak efek samping abis vaksin kemarin aku abis booster pfizer badan ga enak banget  harian padahal udah minum banyak dan langsung hajar paracetamol,kejadian ikutan pasca imunisasi kak efek samping abis vaksin kemarin aku abis booster pfizer badan ga enak banget  harian padahal udah minum banyak dan langsung hajar paracetamol,"['kejadian', 'ikutan', 'pasca', 'imunisasi', 'kak', 'efek', 'samping', 'abis', 'vaksin', 'kemarin', 'aku', 'abis', 'booster', 'pfizer', 'badan', 'ga', 'enak', 'banget', 'harian', 'padahal', 'udah', 'minum', 'banyak', 'dan', 'langsung', 'hajar', 'paracetamol']","['kejadian', 'ikutan', 'sesudah', 'imunisasi', 'kak', 'efek', 'samping', 'setelah', 'vaksin', 'kemarin', 'aku', 'setelah', 'booster', 'pfizer', 'badan', 'tidak', 'enak', 'sekali', 'harian', 'padahal', 'sudah', 'minum', 'banyak', 'dan', 'langsung', 'hajar', 'paracetamol']","['kejadian', 'ikutan', 'imunisasi', 'efek', 'samping', 'vaksin', 'kemarin', 'booster', 'pfizer', 'badan', 'enak', 'sekali', 'harian', 'padahal', 'minum', 'banyak', 'langsung', 'hajar', 'paracetamol']","['jadi', 'ikut', 'imunisasi', 'efek', 'samping', 'vaksin', 'kemarin', 'booster', 'pfizer', 'badan', 'enak', 'sekali', 'hari', 'padahal', 'minum', 'banyak', 'langsung', 'hajar', 'paracetamol']","['kejadian', 'ikutan', 'imunisasi', 'efek', 'samping', 'vaksin', 'kemarin', 'booster', 'pfizer', 'badan', 'enak', 'sekali', 'harian', 'padahal', 'minum', 'banyak', 'langsung', 'hajar', 'paracetamol']",[],[],[],jadi ikut imunisasi efek samping vaksin kemarin booster pfizer badan enak sekali hari padahal minum banyak langsung hajar paracetamol
negative,"pfizer jahat bgt woi hari pas suntik gak kenapa ngantuk doang, efek meriang, linu baru hari ini....",,,,,,,pfizer jahat bgt woi hari pas suntik gak kenapa ngantuk doang efek meriang linu baru hari ini,pfizer jahat bgt woi hari pas suntik gak kenapa ngantuk doang efek meriang linu baru hari ini,"['pfizer', 'jahat', 'bgt', 'woi', 'hari', 'pas', 'suntik', 'gak', 'kenapa', 'ngantuk', 'doang', 'efek', 'meriang', 'linu', 'baru', 'hari', 'ini']","['pfizer', 'jahat', 'sekali', 'woi', 'hari', 'saat', 'suntik', 'tidak', 'kenapa', 'mengantuk', 'saja', 'efek', 'meriang', 'pegal', 'baru', 'hari', 'ini']","['pfizer', 'jahat', 'sekali', 'hari', 'suntik', 'mengantuk', 'efek', 'meriang', 'pegal', 'baru', 'hari']","['pfizer', 'jahat', 'sekali', 'hari', 'suntik', 'antuk', 'efek', 'meriang', 'pegal', 'baru', 'hari']","['pfizer', 'jahat', 'sekali', 'hari', 'suntik', 'mengantuk', 'efek', 'meriang', 'pegal', 'baru', 'hari']",[],[],[],pfizer jahat sekali hari suntik antuk efek meriang pegal baru hari
positive,"alhamdulillah tidak ada efek samping apa. ngantuk enggak, pegel juga  aja, dan ya allah jgn sampe demam ya . malah ga separah sinovac dosis ke-. sinovac efeknya di aku, lengan yg disuntik pegel lebih dari seharian, sama ngantuk. pfizer kali ini aman aja insyaaallah",,,,,,,alhamdulillah tidak ada efek samping apa ngantuk enggak pegel juga  aja dan ya allah jgn sampe demam ya  malah ga separah sinovac dosis ke sinovac efeknya di aku lengan yg disuntik pegel lebih dari seharian sama ngantuk pfizer kali ini aman aja insyaaallah,alhamdulillah tidak ada efek samping apa ngantuk enggak pegel juga  aja dan ya allah jgn sampe demam ya  malah ga separah sinovac dosis ke sinovac efeknya di aku lengan yg disuntik pegel lebih dari seharian sama ngantuk pfizer kali ini aman aja insyaaallah,"['alhamdulillah', 'tidak', 'ada', 'efek', 'samping', 'apa', 'ngantuk', 'enggak', 'pegel', 'juga', 'aja', 'dan', 'ya', 'allah', 'jgn', 'sampe', 'demam', 'ya', 'malah', 'ga', 'separah', 'sinovac', 'dosis', 'ke', 'sinovac', 'efeknya', 'di', 'aku', 'lengan', 'yg', 'disuntik', 'pegel', 'lebih', 'dari', 'seharian', 'sama', 'ngantuk', 'pfizer', 'kali', 'ini', 'aman', 'aja', 'insyaaallah']","['alhamdulillah', 'tidak', 'ada', 'efek', 'samping', 'apa', 'mengantuk', 'tidak', 'pegal', 'juga', 'saja', 'dan', 'ya', 'allah', 'jangan', 'sampai', 'demam', 'ya', 'bahkan', 'tidak', 'separah', 'sinovac', 'dosis', 'ke', 'sinovac', 'efeknya', 'di', 'aku', 'lengan', 'yang', 'disuntik', 'pegal', 'lebih', 'dari', 'seharian', 'sama', 'mengantuk', 'pfizer', 'kali', 'ini', 'aman', 'saja', 'insyaaallah']","['alhamdulillah', 'efek', 'samping', 'apa', 'mengantuk', 'pegal', 'allah', 'jangan', 'demam', 'bahkan', 'separah', 'sinovac', 'dosis', 'sinovac', 'efeknya', 'lengan', 'disuntik', 'pegal', 'lebih', 'seharian', 'sama', 'mengantuk', 'pfizer', 'kali', 'aman', 'insyaaallah']","['alhamdulillah', 'efek', 'samping', 'apa', 'antuk', 'pegal', 'allah', 'jangan', 'demam', 'bahkan', 'parah', 'sinovac', 'dosis', 'sinovac', 'efek', 'lengan', 'suntik', 'pegal', 'lebih', 'hari', 'sama', 'antuk', 'pfizer', 'kali', 'aman', 'insyaaallah']","['alhamdulillah', 'efek', 'samping', 'apa', 'mengantuk', 'pegal', 'allah', 'jangan', 'demam', 'bahkan', 'separah', 'sinovac', 'dosis', 'sinovac', 'efeknya', 'lengan', 'disuntik', 'pegal', 'lebih', 'seharian', 'sama', 'mengantuk', 'pfizer', 'kali', 'aman', 'insyaaallah']",[],[],[],alhamdulillah efek samping apa antuk pegal allah jangan demam bahkan parah sinovac dosis sinovac efek lengan suntik pegal lebih hari sama antuk pfizer kali aman insyaaallah
negative,aku vaksin dan gak ada efek juga sih. tpi hari jumat nanti booster pfizer gila aku,,,,,,,aku vaksin dan gak ada efek juga sih tpi hari jumat nanti booster pfizer gila aku,aku vaksin dan gak ada efek juga sih tpi hari jumat nanti booster pfizer gila aku,"['aku', 'vaksin', 'dan', 'gak', 'ada', 'efek', 'juga', 'sih', 'tpi', 'hari', 'jumat', 'nanti', 'booster', 'pfizer', 'gila', 'aku']","['aku', 'vaksin', 'dan', 'tidak', 'ada', 'efek', 'juga', 'sih', 'tapi', 'hari', 'jumat', 'nanti', 'booster', 'pfizer', 'gila', 'aku']","['vaksin', 'efek', 'hari', 'jumat', 'booster', 'pfizer', 'gila']","['vaksin', 'efek', 'hari', 'jumat', 'booster', 'pfizer', 'gila']","['vaksin', 'efek', 'hari', 'jumat', 'booster', 'pfizer', 'gila']",[],[],[],vaksin efek hari jumat booster pfizer gila
negative,bonyok aku dpt pfizer booster. katanya pegel di tangan hari sma lemes. kayanya kaya vaksin deh beda efek tiap orang,,,,,,,bonyok aku dpt pfizer booster katanya pegel di tangan hari sma lemes kayanya kaya vaksin deh beda efek tiap orang,bonyok aku dpt pfizer booster katanya pegel di tangan hari sma lemes kayanya kaya vaksin deh beda efek tiap orang,"['bonyok', 'aku', 'dpt', 'pfizer', 'booster', 'katanya', 'pegel', 'di', 'tangan', 'hari', 'sma', 'lemes', 'kayanya', 'kaya', 'vaksin', 'deh', 'beda', 'efek', 'tiap', 'orang']","['memar', 'aku', 'dapat', 'pfizer', 'booster', 'katanya', 'pegal', 'di', 'tangan', 'hari', 'sama', 'lemas', 'sepertinya', 'seperti', 'vaksin', 'deh', 'beda', 'efek', 'tiap', 'orang']","['memar', 'pfizer', 'booster', 'katanya', 'pegal', 'tangan', 'hari', 'sama', 'lemas', 'sepertinya', 'vaksin', 'beda', 'efek', 'tiap', 'orang']","['memar', 'pfizer', 'booster', 'kata', 'pegal', 'tangan', 'hari', 'sama', 'lemas', 'seperti', 'vaksin', 'beda', 'efek', 'tiap', 'orang']","['memar', 'pfizer', 'booster', 'katanya', 'pegal', 'tangan', 'hari', 'sama', 'lemas', 'sepertinya', 'vaksin', 'beda', 'efek', 'tiap', 'orang']",[],[],[],memar pfizer booster kata pegal tangan hari sama lemas seperti vaksin beda efek tiap orang
positive,"omong -omong ini aku sma keluargaku pke pfizer, kalo az kurang tau gmn efek sampingnya",,,,,,,omong omong ini aku sma keluargaku pke pfizer kalo az kurang tau gmn efek sampingnya,omong omong ini aku sma keluargaku pke pfizer kalo az kurang tau gmn efek sampingnya,"['omong', 'omong', 'ini', 'aku', 'sma', 'keluargaku', 'pke', 'pfizer', 'kalo', 'az', 'kurang', 'tau', 'gmn', 'efek', 'sampingnya']","['omong', 'omong', 'ini', 'aku', 'sama', 'keluargaku', 'pakai', 'pfizer', 'kalau', 'astrazeneca', 'kurang', 'tau', 'gimana', 'efek', 'sampingnya']","['omong', 'omong', 'sama', 'keluargaku', 'pakai', 'pfizer', 'kalau', 'astrazeneca', 'kurang', 'tau', 'gimana', 'efek', 'sampingnya']","['omong', 'omong', 'sama', 'keluarga', 'pakai', 'pfizer', 'kalau', 'astrazeneca', 'kurang', 'tau', 'gimana', 'efek', 'samping']","['omong', 'omong', 'sama', 'keluargaku', 'pakai', 'pfizer', 'kalau', 'astrazeneca', 'kurang', 'tau', 'gimana', 'efek', 'sampingnya']",[],[],[],omong omong sama keluarga pakai pfizer kalau astrazeneca kurang tau gimana efek samping
negative,efek pfizer canggih juga,,,,,,,efek pfizer canggih juga,efek pfizer canggih juga,"['efek', 'pfizer', 'canggih', 'juga']","['efek', 'pfizer', 'canggih', 'juga']","['efek', 'pfizer', 'canggih']","['efek', 'pfizer', 'canggih']","['efek', 'pfizer', 'canggih']",[],[],[],efek pfizer canggih
positive,selesai.. mencegah ajah dulu... mari rasakan efek pfizer,,,,,,,selesai mencegah ajah dulu mari rasakan efek pfizer,selesai mencegah ajah dulu mari rasakan efek pfizer,"['selesai', 'mencegah', 'ajah', 'dulu', 'mari', 'rasakan', 'efek', 'pfizer']","['selesai', 'mencegah', 'ajah', 'dahulu', 'mari', 'rasakan', 'efek', 'pfizer']","['selesai', 'mencegah', 'ajah', 'rasakan', 'efek', 'pfizer']","['selesai', 'cegah', 'ajah', 'rasa', 'efek', 'pfizer']","['selesai', 'mencegah', 'ajah', 'rasakan', 'efek', 'pfizer']",[],[],[],selesai cegah ajah rasa efek pfizer
negative,ini efek pfizer kerasa bgt,,,,,,,ini efek pfizer kerasa bgt,ini efek pfizer kerasa bgt,"['ini', 'efek', 'pfizer', 'kerasa', 'bgt']","['ini', 'efek', 'pfizer', 'terasa', 'sekali']","['efek', 'pfizer', 'terasa', 'sekali']","['efek', 'pfizer', 'asa', 'sekali']","['efek', 'pfizer', 'terasa', 'sekali']",[],[],[],efek pfizer asa sekali
positive,udah kak baru kemarin tp aku dapet pfizer kak. efek di aku pegel sama laper terus. nggak meriang krn udah jaga minum panadol,,,,,,,udah kak baru kemarin tp aku dapet pfizer kak efek di aku pegel sama laper terus nggak meriang krn udah jaga minum panadol,udah kak baru kemarin tp aku dapet pfizer kak efek di aku pegel sama laper terus nggak meriang krn udah jaga minum panadol,"['udah', 'kak', 'baru', 'kemarin', 'tp', 'aku', 'dapet', 'pfizer', 'kak', 'efek', 'di', 'aku', 'pegel', 'sama', 'laper', 'terus', 'nggak', 'meriang', 'krn', 'udah', 'jaga', 'minum', 'panadol']","['sudah', 'kak', 'baru', 'kemarin', 'tapi', 'aku', 'dapat', 'pfizer', 'kak', 'efek', 'di', 'aku', 'pegal', 'sama', 'lapar', 'terus', 'tidak', 'meriang', 'karena', 'sudah', 'jaga', 'minum', 'panadol']","['baru', 'kemarin', 'pfizer', 'efek', 'pegal', 'sama', 'lapar', 'terus', 'meriang', 'jaga', 'minum', 'panadol']","['baru', 'kemarin', 'pfizer', 'efek', 'pegal', 'sama', 'lapar', 'terus', 'meriang', 'jaga', 'minum', 'panadol']","['baru', 'kemarin', 'pfizer', 'efek', 'pegal', 'sama', 'lapar', 'terus', 'meriang', 'jaga', 'minum', 'panadol']",[],[],[],baru kemarin pfizer efek pegal sama lapar terus meriang jaga minum panadol
negative,"efek booster nya baru kerasa, tanganku pegel banget, kesenggol dikit linu, badan demam, terima kasih pfizer :')",,,,,,,efek booster nya baru kerasa tanganku pegel banget kesenggol dikit linu badan demam terima kasih pfizer ,efek booster nya baru kerasa tanganku pegel banget kesenggol dikit linu badan demam terima kasih pfizer ,"['efek', 'booster', 'nya', 'baru', 'kerasa', 'tanganku', 'pegel', 'banget', 'kesenggol', 'dikit', 'linu', 'badan', 'demam', 'terima', 'kasih', 'pfizer']","['efek', 'booster', 'nya', 'baru', 'terasa', 'tanganku', 'pegal', 'sekali', 'kesenggol', 'sedikit', 'pegal', 'badan', 'demam', 'terima', 'kasih', 'pfizer']","['efek', 'booster', 'baru', 'terasa', 'tanganku', 'pegal', 'sekali', 'kesenggol', 'sedikit', 'pegal', 'badan', 'demam', 'terima', 'kasih', 'pfizer']","['efek', 'booster', 'baru', 'asa', 'tangan', 'pegal', 'sekali', 'senggol', 'sedikit', 'pegal', 'badan', 'demam', 'terima', 'kasih', 'pfizer']","['efek', 'booster', 'baru', 'terasa', 'tanganku', 'pegal', 'sekali', 'kesenggol', 'sedikit', 'pegal', 'badan', 'demam', 'terima', 'kasih', 'pfizer']",[],[],[],efek booster baru asa tangan pegal sekali senggol sedikit pegal badan demam terima kasih pfizer
negative,"baru kemarin booster kak. dapet pfizer. ga ada efek aneh sih sampe sekarang, bekas suntikan ngilu sama asam lambung agak cepet naik aja.",,,,,,,baru kemarin booster kak dapet pfizer ga ada efek aneh sih sampe sekarang bekas suntikan ngilu sama asam lambung agak cepet naik aja,baru kemarin booster kak dapet pfizer ga ada efek aneh sih sampe sekarang bekas suntikan ngilu sama asam lambung agak cepet naik aja,"['baru', 'kemarin', 'booster', 'kak', 'dapet', 'pfizer', 'ga', 'ada', 'efek', 'aneh', 'sih', 'sampe', 'sekarang', 'bekas', 'suntikan', 'ngilu', 'sama', 'asam', 'lambung', 'agak', 'cepet', 'naik', 'aja']","['baru', 'kemarin', 'booster', 'kak', 'dapat', 'pfizer', 'tidak', 'ada', 'efek', 'aneh', 'sih', 'sampai', 'sekarang', 'bekas', 'suntikkan', 'nyeri', 'sama', 'asam', 'lambung', 'sedikit', 'cepat', 'naik', 'saja']","['baru', 'kemarin', 'booster', 'pfizer', 'efek', 'aneh', 'sekarang', 'bekas', 'suntikkan', 'nyeri', 'sama', 'asam', 'lambung', 'sedikit', 'cepat', 'naik']","['baru', 'kemarin', 'booster', 'pfizer', 'efek', 'aneh', 'sekarang', 'bekas', 'suntik', 'nyeri', 'sama', 'asam', 'lambung', 'sedikit', 'cepat', 'naik']","['baru', 'kemarin', 'booster', 'pfizer', 'efek', 'aneh', 'sekarang', 'bekas', 'suntikkan', 'nyeri', 'sama', 'asam', 'lambung', 'sedikit', 'cepat', 'naik']",[],[],[],baru kemarin booster pfizer efek aneh sekarang bekas suntik nyeri sama asam lambung sedikit cepat naik
positive,update setelah jam booster pfizer; terpantau aman dan belum tampak tanda kipi semoga tidak ya cuma efek suntik agak pegal tapi gak apa apa deh,,,,,,,update setelah jam booster pfizer terpantau aman dan belum tampak tanda kipi semoga tidak ya cuma efek suntik agak pegal tapi gak apa apa deh,update setelah jam booster pfizer terpantau aman dan belum tampak tanda kipi semoga tidak ya cuma efek suntik agak pegal tapi gak apa apa deh,"['update', 'setelah', 'jam', 'booster', 'pfizer', 'terpantau', 'aman', 'dan', 'belum', 'tampak', 'tanda', 'kipi', 'semoga', 'tidak', 'ya', 'cuma', 'efek', 'suntik', 'agak', 'pegal', 'tapi', 'gak', 'apa', 'apa', 'deh']","['update', 'setelah', 'jam', 'booster', 'pfizer', 'terpantau', 'aman', 'dan', 'belum', 'tampak', 'tanda', 'efek', 'semoga', 'tidak', 'ya', 'hanya', 'efek', 'suntik', 'sedikit', 'pegal', 'tapi', 'tidak', 'apa', 'apa', 'deh']","['update', 'jam', 'booster', 'pfizer', 'terpantau', 'aman', 'tampak', 'tanda', 'efek', 'semoga', 'efek', 'suntik', 'sedikit', 'pegal', 'apa', 'apa']","['update', 'jam', 'booster', 'pfizer', 'pantau', 'aman', 'tampak', 'tanda', 'efek', 'moga', 'efek', 'suntik', 'sedikit', 'pegal', 'apa', 'apa']","['update', 'jam', 'booster', 'pfizer', 'terpantau', 'aman', 'tampak', 'tanda', 'efek', 'semoga', 'efek', 'suntik', 'sedikit', 'pegal', 'apa', 'apa']",[],[],[],update jam booster pfizer pantau aman tampak tanda efek moga efek suntik sedikit pegal apa apa
negative,efek pfizer booster mulai melanda,,,,,,,efek pfizer booster mulai melanda,efek pfizer booster mulai melanda,"['efek', 'pfizer', 'booster', 'mulai', 'melanda']","['efek', 'pfizer', 'booster', 'mulai', 'melanda']","['efek', 'pfizer', 'booster', 'mulai', 'melanda']","['efek', 'pfizer', 'booster', 'mulai', 'landa']","['efek', 'pfizer', 'booster', 'mulai', 'melanda']",[],[],[],efek pfizer booster mulai landa
negative,"efek booster pfizer, ditambah stres, bikin gagal diet terus.",,,,,,,efek booster pfizer ditambah stres bikin gagal diet terus,efek booster pfizer ditambah stres bikin gagal diet terus,"['efek', 'booster', 'pfizer', 'ditambah', 'stres', 'bikin', 'gagal', 'diet', 'terus']","['efek', 'booster', 'pfizer', 'ditambah', 'stres', 'buat', 'gagal', 'diet', 'terus']","['efek', 'booster', 'pfizer', 'ditambah', 'stres', 'buat', 'gagal', 'diet', 'terus']","['efek', 'booster', 'pfizer', 'tambah', 'stres', 'buat', 'gagal', 'diet', 'terus']","['efek', 'booster', 'pfizer', 'ditambah', 'stres', 'buat', 'gagal', 'diet', 'terus']",[],[],[],efek booster pfizer tambah stres buat gagal diet terus
negative,"sinovac tidak ada efek, kalo pfizer kayak orang mau mati efeknya demam, pegel linu sama pusing mual tapi cuma hari sih",,,,,,,sinovac tidak ada efek kalo pfizer kayak orang mau mati efeknya demam pegel linu sama pusing mual tapi cuma hari sih,sinovac tidak ada efek kalo pfizer kayak orang mau mati efeknya demam pegel linu sama pusing mual tapi cuma hari sih,"['sinovac', 'tidak', 'ada', 'efek', 'kalo', 'pfizer', 'kayak', 'orang', 'mau', 'mati', 'efeknya', 'demam', 'pegel', 'linu', 'sama', 'pusing', 'mual', 'tapi', 'cuma', 'hari', 'sih']","['sinovac', 'tidak', 'ada', 'efek', 'kalau', 'pfizer', 'seperti', 'orang', 'mau', 'mati', 'efeknya', 'demam', 'pegal', 'pegal', 'sama', 'pusing', 'mual', 'tapi', 'hanya', 'hari', 'sih']","['sinovac', 'efek', 'kalau', 'pfizer', 'orang', 'mau', 'mati', 'efeknya', 'demam', 'pegal', 'pegal', 'sama', 'pusing', 'mual', 'hari']","['sinovac', 'efek', 'kalau', 'pfizer', 'orang', 'mau', 'mati', 'efek', 'demam', 'pegal', 'pegal', 'sama', 'pusing', 'mual', 'hari']","['sinovac', 'efek', 'kalau', 'pfizer', 'orang', 'mau', 'mati', 'efeknya', 'demam', 'pegal', 'pegal', 'sama', 'pusing', 'mual', 'hari']",[],[],[],sinovac efek kalau pfizer orang mau mati efek demam pegal pegal sama pusing mual hari
positive,kirain aku nya yg emang lagi ngantuk. ternyata efek pfizer gini ya,,,,,,,kirain aku nya yg emang lagi ngantuk ternyata efek pfizer gini ya,kirain aku nya yg emang lagi ngantuk ternyata efek pfizer gini ya,"['kirain', 'aku', 'nya', 'yg', 'emang', 'lagi', 'ngantuk', 'ternyata', 'efek', 'pfizer', 'gini', 'ya']","['kukira', 'aku', 'nya', 'yang', 'memang', 'lagi', 'mengantuk', 'ternyata', 'efek', 'pfizer', 'begini', 'ya']","['kukira', 'memang', 'mengantuk', 'ternyata', 'efek', 'pfizer', 'begini']","['kira', 'memang', 'antuk', 'nyata', 'efek', 'pfizer', 'begini']","['kukira', 'memang', 'mengantuk', 'ternyata', 'efek', 'pfizer', 'begini']",[],[],[],kira memang antuk nyata efek pfizer begini
